code,name,market,sector_id,summary,currency,is_etf,trading_unit,update_at,create_at
NLR,VanEck Uranium and Nuclear ETF,NYSE,3,原子力ユーティリティ,USD,1,1,,
URNJ,Sprott Junior Uranium Miners ETF,NYSE,3,ジュニアウラン鉱山,USD,1,1,,
SLV,iShares Silver Trust,NYSE,4,銀,USD,1,1,,
SILJ,Amplify Junior Silver Miners ETF,NYSE,22,ジュニア銀鉱株,USD,1,1,,
PPLT,abrdn Physical Platinum Shares ETF,NYSE,4,プラチナ,USD,1,1,,
COPP,Sprott Copper Miners ETF,NYSE,22,銅鉱,USD,1,1,,
LITP,Sprott Lithium Miners ETF,NYSE,22,リチウム,USD,1,1,,
NIKL,Sprott Nickel Miners ETF,NYSE,22,ニッケル,USD,1,1,,
SGDM,Sprott Gold Miners ETF,NYSE,22,金鉱株,USD,1,1,,
SGDJ,Sprott Junior Gold Miners ETF,NYSE,22,ジュニア金鉱株,USD,1,1,,
JPM,JPMorgan Chase,NYSE,21,銀行,USD,0,1,,
BRK-B,Berkshire Hathaway B,NYSE,21,複合企業,USD,0,1,,
V,Visa,NYSE,21,決済,USD,0,1,,
MA,Mastercard,NYSE,21,決済,USD,0,1,,
8306,三菱UFJフィナンシャル・グループ,TSE,21,銀行,JPY,0,100,,
8766,東京海上ホールディングス,TSE,21,保険,JPY,0,100,,
8802,三菱地所,TSE,6,総合不動産,JPY,0,100,,
8830,住友不動産,TSE,6,総合不動産,JPY,0,100,,
UNP,Union Pacific,NYSE,2,鉄道,USD,0,1,,
CNI,Canadian National Railway,NYSE,2,鉄道,USD,0,1,,
9020,JR東日本,TSE,2,鉄道,JPY,0,100,,
AWK,American Water Works,NYSE,2,水道,USD,0,1,,
WM,Waste Management,NYSE,2,廃棄物処理,USD,0,1,,
MCD,McDonald's,NYSE,25,外食,USD,0,1,,
NESN.SW,Nestlé,SIX,25,食品・飲料,CHF,0,1,,
ADM,Archer-Daniels-Midland,NYSE,19,穀物メジャー,USD,0,1,,
DE,Deere & Company,NYSE,19,農業機械,USD,0,1,,
2802,味の素,TSE,25,調味料,食品,JPY,0,100,,
MDT,Medtronic,NYSE,9,医療機器,USD,0,1,,
ABT,Abbott Laboratories,NYSE,9,診断,栄養,医療機器,USD,0,1,,
SYK,Stryker,NYSE,9,整形外科機器,USD,0,1,,
4543,テルモ,TSE,9,医療機器,JPY,0,100,,
HON,Honeywell,NASDAQ,17,航空宇宙,ビル管理,産業制御,USD,0,1,,
CAT,Caterpillar,NYSE,17,建設機械,USD,0,1,,
6301,小松製作所,TSE,17,建設機械,鉱山機械,JPY,0,100,,
7011,三菱重工業,TSE,17,航空宇宙,防衛,エネルギー,JPY,0,100,,
8001,伊藤忠商事,TSE,15,非資源,生活消費関連,JPY,0,100,,
8031,三井物産,TSE,15,資源,鉄鉱石,LNG,JPY,0,100,,
8053,住友商事,TSE,15,金属,メディア,建機,JPY,0,100,,
8002,丸紅,TSE,15,電力,穀物,アグリ,JPY,0,100,,
2768,双日,TSE,15,航空,インフラ,資源,JPY,0,100,,
8015,豊田通商,TSE,15,自動車,アフリカ事業,JPY,0,100,,
8078,阪和興業,TSE,11,鉄鋼,非鉄金属,JPY,0,100,,
8075,神鋼商事,TSE,11,鉄鋼,機械,JPY,0,100,,
8012,長瀬産業,TSE,11,化学品,電子材料,半導体材料,JPY,0,100,,
8098,稲畑産業,TSE,11,化学品,合成樹脂,JPY,0,100,,
8133,伊藤忠エネクス,TSE,11,LPガス,電力,JPY,0,100,,
8154,加賀電子,TSE,11,電子部品,半導体,JPY,0,100,,
2737,トーメンデバイス,TSE,11,半導体,電子部品,JPY,0,100,,
7433,伯東,TSE,11,半導体,電子材料,JPY,0,100,,
9962,ミスミグループ本社,TSE,11,FA部品,製造業自動化,JPY,0,100,,
8014,蝶理,TSE,11,繊維,化学品,JPY,0,100,,
4062,イビデン,TSE,14,半導体パッケージ基板,JPY,0,100,,
7741,HOYA,TSE,14,EUVマスクブランクス,光学ガラス,JPY,0,100,,
4004,レゾナック,TSE,14,半導体後工程材料,CMP材料,JPY,0,100,,
4631,DIC,TSE,14,印刷インキ,顔料,機能性材料,JPY,0,100,,
4114,日本触媒,TSE,14,高吸水性樹脂,アクリル酸,JPY,0,100,,
4021,日産化学,TSE,14,半導体材料,農薬,機能性材料,JPY,0,100,,
4203,住友ベークライト,TSE,14,半導体封止材,フェノール樹脂,JPY,0,100,,
5334,日本特殊陶業,TSE,14,スパークプラグ,半導体パッケージ,JPY,0,100,,
5333,日本ガイシ,TSE,14,NAS電池,碍子,セラミックス,JPY,0,100,,
5706,三井金属鉱業,TSE,14,極薄銅箔,電子材料,JPY,0,100,,
4109,ステラケミファ,TSE,14,高純度フッ酸,半導体洗浄材料,JPY,0,100,,
APD,Air Products,NYSE,13,産業ガス,半導体製造ガス,USD,0,1,,
SHW,Sherwin-Williams,NYSE,14,塗料,コーティング,USD,0,1,,
ECL,Ecolab,NYSE,14,水処理,衛生ソリューション,USD,0,1,,
ALB,Albemarle,NYSE,14,リチウム,臭素,触媒,USD,0,1,,
6954,ファナック,TSE,28,CNC世界シェア50%,産業用ロボット,JPY,0,100,,
6506,安川電機,TSE,28,サーボモーター,産業用ロボット,JPY,0,100,,
6861,キーエンス,TSE,28,FAセンサー,営業利益率50%超,JPY,0,100,,
6146,ディスコ,TSE,10,ダイシングソー世界シェア80%,研削装置,JPY,0,100,,
6645,オムロン,TSE,28,FA制御機器,協働ロボット,JPY,0,100,,
6273,SMC,TSE,28,空気圧機器世界シェア40%,JPY,0,100,,
6702,富士通,TSE,28,製造業向けDX,AIソリューション,JPY,0,100,,
8035,東京エレクトロン,TSE,10,コータ・デベロッパ世界シェア90%,エッチング装置,JPY,0,100,,
6857,アドバンテスト,TSE,10,メモリテスター世界シェア50%超,JPY,0,100,,
7735,SCREENホールディングス,TSE,10,ウエハー洗浄装置世界シェア60%,JPY,0,100,,
6920,レーザーテック,TSE,10,EUVマスク検査装置世界独占,JPY,0,100,,
ABBN.SW,ABB Ltd,SIX,28,産業用ロボット世界4大メーカー,電力・自動化,USD,0,1,,
ROK,Rockwell Automation,NYSE,28,北米FA制御首位,スマートファクトリー,USD,0,1,,
EMR,Emerson Electric,NYSE,28,プロセスオートメーション,24年連続増配,USD,0,1,,
ISRG,Intuitive Surgical,NASDAQ,29,ダヴィンチ手術ロボット世界独占,USD,0,1,,
6594,日本電産,TSE,28,精密小型モーター世界首位,ロボット向け減速機,JPY,0,100,,
6268,ナブテスコ,TSE,28,産業用ロボット向け減速機世界シェア60%,JPY,0,100,,
6324,ハーモニック・ドライブ・システムズ,TSE,28,波動歯車減速機世界独占的シェア,JPY,0,100,,
6728,ULVAC,TSE,10,スパッタリング装置世界シェア70%,真空技術,JPY,0,100,,
6752,パナソニックHD,TSE,30,蓄電池システム,テスラ向け車載電池,JPY,0,100,,
STEM,Stem Inc,NYSE,30,AIエネルギー貯蔵,系統用蓄電池ソフトウェア,USD,0,1,,
FLNC,Fluence Energy,NASDAQ,30,大規模蓄電システム,シーメンス・AES合弁,USD,0,1,,
1963,日揮ホールディングス,TSE,31,浮体式洋上風力EPC,エンジニアリング,JPY,0,100,,
1802,大林組,TSE,35,洋上風力建設,SEP船保有,JPY,0,100,,
1893,五洋建設,TSE,31,洋上風力基礎工事,海洋土木,SEP船保有,JPY,0,100,,
ORSTED.CO,Ørsted,CPH,31,洋上風力発電容量世界1位,運営・保守,DKK,0,1,,
7014,名村造船所,TSE,31,SEP船・CTV建造,洋上風力メンテナンス支援,JPY,0,100,,
9517,イーレックス,TSE,32,国内最大級バイオマス発電事業者,JPY,0,100,,
9519,レノバ,TSE,7,バイオマス,太陽光,風力,地熱の再エネ総合事業者,JPY,0,100,,
BE,Bloom Energy,NYSE,32,固体酸化物形燃料電池,バイオガス利用,USD,0,1,,
9514,エフオン,TSE,33,地熱発電所運営,木質バイオマス,JPY,0,100,,
ENEL.MI,Enel SpA,BIT,33,イタリア電力大手,地熱発電容量世界トップクラス,EUR,0,1,,
ORA,Ormat Technologies,NYSE,33,地熱発電設備・運営世界首位,USD,0,1,,
1925,大和ハウス工業,TSE,34,太陽光発電所O&M,全国展開,JPY,0,100,,
6366,千代田化工建設,TSE,34,LNG・再エネプラントO&M,JPY,0,100,,
TPIC,TPI Composites,NASDAQ,34,風力ブレード製造・保守,アフターサービス,USD,0,1,,
LRCX,Lam Research,NASDAQ,10,エッチング装置世界シェア50%,USD,0,1,,
AMAT,Applied Materials,NASDAQ,10,半導体製造装置世界最大手,CVD・PVD装置,USD,0,1,,
KLAC,KLA Corporation,NASDAQ,10,プロセス制御・検査装置世界シェア50%以上,USD,0,1,,
TMO,Thermo Fisher Scientific,NYSE,9,ライフサイエンス機器世界最大手,USD,0,1,,
DHR,Danaher,NYSE,9,診断・ライフサイエンス,バイオ医薬品製造,USD,0,1,,
EW,Edwards Lifesciences,NYSE,9,心臓弁膜症治療デバイス世界独占的シェア,USD,0,1,,
4523,エーザイ,TSE,5,アルツハイマー治療薬レケンビ,認知症領域,JPY,0,100,,
MDLZ,Mondelez International,NASDAQ,25,オレオ,リッツ等グローバルスナックブランド,USD,0,1,,
HSY,Hershey,NYSE,25,北米チョコレート市場シェア40%,USD,0,1,,
2282,日本ハム,TSE,25,食肉加工国内首位,代替肉,JPY,0,100,,
SLB,Schlumberger,NYSE,3,油田サービス世界最大手,USD,0,1,,
COP,ConocoPhillips,NYSE,3,独立系石油・ガス生産世界最大手,USD,0,1,,
1605,INPEX,TSE,3,日本最大の石油・ガス開発企業,JPY,0,100,,
9022,JR東海,TSE,2,東海道新幹線独占,リニア中央新幹線,JPY,0,100,,
LMT,Lockheed Martin,NYSE,23,世界最大の防衛企業,F-35戦闘機独占,USD,0,1,,
RTX,RTX Corporation,NYSE,23,航空宇宙・防衛2位,プラット&ホイットニーエンジン,USD,0,1,,
NOC,Northrop Grumman,NYSE,23,ステルス技術,B-21爆撃機独占,USD,0,1,,
GD,General Dynamics,NYSE,23,戦車・潜水艦・ビジネスジェット,USD,0,1,,
RKLB,Rocket Lab,NASDAQ,36,小型ロケット打ち上げ2位,衛星コンポーネント,USD,0,1,,
ASTS,AST SpaceMobile,NASDAQ,36,宇宙ベース携帯通信網,先行者優位,USD,0,1,,
EQIX,Equinix,NASDAQ,37,データセンターREIT世界最大手,相互接続独占的,USD,0,1,,
DLR,Digital Realty,NYSE,37,データセンターREIT2位,AI需要成長,USD,0,1,,
A,Agilent Technologies,NYSE,38,分析・計測機器世界大手,ライフサイエンス,USD,0,1,,
6965,浜松ホトニクス,TSE,38,光電子増倍管世界シェア90%,医療・半導体検査,JPY,0,100,,
7701,島津製作所,TSE,38,分析・計測機器,医療機器グローバル展開,JPY,0,100,,
UPS,United Parcel Service,NYSE,39,世界最大の配送会社,物流ネットワーク,USD,0,1,,
FDX,FedEx,NYSE,39,国際宅配便2位,航空貨物,USD,0,1,,
ENTG,Entegris,NASDAQ,40,半導体製造用高純度化学品・フィルター世界首位,USD,0,1,,
4186,東京応化工業,TSE,40,フォトレジスト世界シェア25%,EUV対応,JPY,0,100,,
