code,name,market,sector_id,summary,currency,is_etf,trading_unit,update_at,create_at
VWS.CO,Vestas Wind System,CPH,7,風力発電,DKK,0,1,,
GEV,GE Vernova,NYSE,16,風力発電,原子力,USD,0,1,,
ENR.DE,Siemens Energy,XETRA,7,,EUR,0,1,,
SIE.DE,Siemens,XETRA,16,,EUR,0,1,,
BA,BAE Systems,LSE,23,,GBR,0,1,,
RHM.DE,Rheinmetall,XETRA,23,,EUR,0,1,,
DSY.PA,Dassault Systems,EPA,23,,EUR,0,1,,
LDO.MI,Leonardo SpA,BIT,23,,EUR,0,1,,
SAAB-B.ST,SaaB AB,STO,23,,SEK,0,1,,
AEM,Agnico Eagle Mines Ltd,NYSE,22,金鉱,USD,0,1,,
NEM,Newcrest Mining,NYSE,22,金鉱,USD,0,1,,
ABX,Barrick Mining Corporation,NYSE,22,金鉱,USD,0,1,,
TSLA,Tesla Inc,NASDAQ,7,蓄電池,USD,0,1,,
AMS,ASML Holding N.V.,NASDAQ,10,露光装置,USD,0,1,,
3407,旭化成,TSE,14,化学,繊維,住宅,建材,エレクトロニクス,医薬品,JPY,0,100,,
4183,三井化学,TSE,14,化学,JPY,0,100,,
4188,三菱ケミカルグループ,TSE,14,化学,JPY,0,100,,
4005,住友化学,TSE,14,化学,JPY,0,100,,
3402,東レ,TSE,14,繊維,JPY,0,100,,
3405,クラレ,TSE,14,高機能樹脂,繊維,JPY,0,100,,
5201,AGC,TSE,14,ガラス,JPY,0,100,,
5016,JX金属,TSE,22,銅,レアメタル,リサイクル,JPY,0,100,,
5711,三菱マテリアル,TSE,24,,JPY,0,100,,
4208,UBE,TSE,14,化学,ナイロン原料,JPY,0,100,,
JNJ,Johnson & Johnson,NYSE,5,医薬品,医療機器,USD,0,1,,
PG,Procter & Gamble,NYSE,12,生活必需品,USD,0,1,,
KO,Coca-Cola,NYSE,26,清涼飲料,USD,0,1,,
PEP,PepsiCo,NASDAQ,27,清涼飲料,スナック,USD,0,1,,
NEE,NextEra Energy,NYSE,7,風力発電,太陽光発電,USD,0,1,,
BEP,Brookfield Renewable Partners,NYSE,7,水力,風力,太陽光,USD,0,1,,
FSLR,First Solar,NASDAQ,7,太陽光発電,USD,0,1,,
CEG,Constellation Energy,NASDAQ,7,クリーンエネルギー,USD,0,1,,
9432,NTT,TSE,20,通信インフラ,JPY,0,100,,
4063,信越化学工業,TSE,8,塩ビ,シリコンウエハー,JPY,0,100,,
4452,花王,TSE,12,トイレタリー,化粧品,JPY,0,100,,
8058,三菱商事,TSE,15,資源,食品,インフラ,JPY,0,100,,
2914,JT,TSE,1,たばこ,医薬品,JPY,0,100,,
LIN,Linde,NYSE,13,工業ガス,USD,0,1,,
CVX,Chevron,NYSE,3,石油,ガス,USD,0,1,,
XOM,Exxon Mobil,NYSE,3,石油,ガス,USD,0,1,,
BATT,Amplify Lithium & Battery Technology ETF,NYSE,18,リチウム,バッテリー技術,USD,1,1,,
LIT,Global X Lithium & Battery Tech ETF,NYSE,18,リチウムイオンバッテリー,USD,1,1,,
GRID,First Trust NASDAQ Clean Edge Smart GRID ETF,NASDAQ,18,スマートグリッド,エネルギーインフラ,USD,1,1,,
ICLN,iShares Global Clean Energy ETF,NASDAQ,7,クリーンエネルギー,USD,1,1,,
QCLN,First Trust NASDAQ Clean Edge Green Energy ETF,NASDAQ,7,クリーンエネルギー,EV,USD,1,1,,
TAN,Invesco Solar ETF,NYSE,7,太陽光発電,USD,1,1,,
FAN,First Trust Global Wind Energy ETF,NYSE,7,風力発電,USD,1,1,,
GLD,SPDR Gold Shares,NYSE,4,金,USD,1,1,,
IAU,iShares Gold Trust,NYSE,4,金,USD,1,1,,
GLDM,SPDR Gold MiniShares Trust,NYSE,4,金,USD,1,1,,
GDX,VanEck Gold Miners ETF,NYSE,22,金鉱株,USD,1,1,,
GDXJ,VanEck Junior Gold Miners ETF,NYSE,22,ジュニア金鉱株,USD,1,1,,
REMX,VanEck Rare Earth/Strategic Metals ETF,NYSE,22,レアアース,戦略金属,USD,1,1,,
COPJ,Sprott Junior Copper Miners ETF,NYSE,22,銅鉱,USD,1,1,,
URA,Global X Uranium ETF,NYSE,3,ウラニウム,USD,1,1,,
URNM,Sprott Uranium Miners ETF,NYSE,3,ウラニウム採掘,USD,1,1,,
